path,.,_id,imageUrl,annotation,brush,annotation.0
samples.541,,s2rabigpn,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_542_img_000000132_c0.png,go-right,complete,
samples.542,,slv9yt2zv,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_543_img_000000132_c0.png,go-right,complete,
samples.543,,s54258y31,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_544_img_000000133_c0.png,go-left,complete,
samples.544,,serl19uw4,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_545_img_000000133_c0.png,stationary,complete,
samples.545,,s6flnkp7s,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_546_img_000000133_c0.png,go-left,complete,
samples.546,,stlfl6f3d,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_547_img_000000134_c0.png,go-right,complete,
samples.547,,svklil9vh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_548_img_000000134_c0.png,go-right,complete,
samples.548,,s56v9wr4e,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_549_img_000000134_c0.png,stationary,complete,
samples.549,,sy74gj3k8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_550_img_000000171_c0.png,go-right,complete,
samples.550,,sq5ui92hk,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_551_img_000000171_c0.png,go-backward,complete,
samples.551,,sl8ija4nh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_552_img_000000171_c0.png,go-backward,complete,
samples.552,,sxjmqnj0q,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_553_img_000000171_c0.png,stationary,complete,
samples.553,,s1esy364s,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_554_img_000000135_c0.png,go-right,complete,
samples.554,,s23ba6ixr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_555_img_000000135_c0.png,go-right,complete,
samples.555,,seio3qv6j,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_556_img_000000136_c0.png,go-right,complete,
samples.556,,sq4xm465i,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_557_img_000000136_c0.png,go-left,complete,
samples.557,,sai0k7g89,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_558_img_000000136_c0.png,go-left,complete,
samples.558,,smkewuj7p,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_559_img_000000136_c0.png,go-right,complete,
samples.559,,s7jt8nl0j,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_560_img_000000137_c0.png,go-forward,complete,
samples.560,,s2mqki38d,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_561_img_000000137_c0.png,go-left,complete,
samples.561,,sfo4nsu4l,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_562_img_000000137_c0.png,go-left,complete,
samples.562,,svg2yuy3k,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_563_img_000000137_c0.png,go-left,complete,
samples.563,,sz1e6ejin,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_564_img_000000137_c0.png,stationary,complete,
samples.564,,sqnf19xe6,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_565_img_000000137_c0.png,go-backward,complete,
samples.565,,s3p54sg8h,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_566_img_000000137_c0.png,go-right,complete,
samples.566,,sh0hqqq4l,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_567_img_000000137_c0.png,go-right,complete,
samples.567,,stsih0lqm,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_568_img_000000138_c0.png,go-right,complete,
samples.568,,s2dyttzvq,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_569_img_000000138_c0.png,go-right,complete,
samples.569,,szx3w1pxo,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_570_img_000000138_c0.png,go-left,complete,
samples.570,,s7tc06r56,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_571_img_000000139_c0.png,go-left,complete,
samples.571,,sm82si7vs,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_572_img_000000139_c0.png,go-left,complete,
samples.572,,snsheh8vs,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_573_img_000000139_c0.png,go-right,complete,
samples.573,,sc2erwz5k,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_574_img_000000140_c0.png,go-right,complete,
samples.574,,sbjm53iga,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_575_img_000000140_c0.png,go-right,complete,
samples.575,,sozg3g0bc,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_576_img_000000140_c0.png,go-left,complete,
samples.576,,setcskgcn,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_577_img_000000140_c0.png,stationary,complete,
samples.577,,sqgsulm5m,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_578_img_000000140_c0.png,go-forward,complete,
samples.578,,s1yo8p03c,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_579_img_000000141_c0.png,go-left,complete,
samples.579,,sn5offsyd,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_580_img_000000142_c0.png,go-left,complete,
samples.580,,svq52lqbd,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_581_img_000000142_c0.png,go-left,complete,
samples.581,,sm0gx3jfa,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_582_img_000000142_c0.png,go-right,complete,
samples.582,,s2h80fven,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_583_img_000000142_c0.png,go-right,complete,
samples.583,,sbxjpjd4p,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_584_img_000000142_c0.png,go-left,complete,
samples.584,,svkwwj2cp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_585_img_000000143_c0.png,go-right,complete,
samples.585,,spybztok5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_586_img_000000143_c0.png,go-forward,complete,
samples.586,,sarvs5klt,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_587_img_000000143_c0.png,stationary,complete,
samples.587,,s4i4qgvda,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_588_img_000000143_c0.png,stationary,complete,
samples.588,,sdu4kajgb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_589_img_000000144_c0.png,go-right,complete,
samples.589,,s64i849tl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_590_img_000000144_c0.png,go-left,complete,
samples.590,,sl3qtb7y7,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_591_img_000000144_c0.png,go-backward,complete,
samples.591,,s995r1r9p,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_592_img_000000144_c0.png,go-backward,complete,
samples.592,,sgouayb4j,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_593_img_000000144_c0.png,go-right,complete,
samples.593,,snbc3etah,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_594_img_000000145_c0.png,go-right,complete,
samples.594,,ssupcw8g5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_595_img_000000145_c0.png,stationary,complete,
samples.595,,sgzjiydu5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_596_img_000000145_c0.png,go-left,complete,
samples.596,,szip23aky,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_597_img_000000145_c0.png,go-left,complete,
samples.597,,sv0biyamo,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_598_img_000000145_c0.png,go-right,complete,
samples.598,,s9ti0pnhy,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_599_img_000000146_c0.png,go-right,complete,
samples.599,,s0ut5c1ig,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_600_img_000000146_c0.png,go-left,complete,
samples.600,,sym6rk0k8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_601_img_000000146_c0.png,go-left,complete,
samples.601,,svc95dxry,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_602_img_000000146_c0.png,go-right,complete,
samples.602,,s6ruvbq5j,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_603_img_000000146_c0.png,go-right,complete,
samples.603,,s4excj1jx,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_604_img_000000147_c0.png,go-right,complete,
samples.604,,spnv1t72h,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_605_img_000000147_c0.png,go-right,complete,
samples.605,,s55z19f2d,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_606_img_000000147_c0.png,go-right,complete,
samples.606,,s0x5jvu8x,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_607_img_000000148_c0.png,go-right,complete,
samples.607,,sl84qzq8q,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_608_img_000000148_c0.png,go-right,complete,
samples.608,,s6lw3iqnf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_609_img_000000148_c0.png,go-right,complete,
samples.609,,s3s4ym7al,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_610_img_000000148_c0.png,go-backward,complete,
samples.610,,swfuih5pk,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_611_img_000000149_c0.png,go-right,complete,
samples.611,,se7wsj25g,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_612_img_000000149_c0.png,go-backward,complete,
samples.612,,s3gekc22j,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_613_img_000000150_c0.png,go-left,complete,
samples.613,,suq0se94f,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_614_img_000000150_c0.png,stationary,complete,
samples.614,,sd78rxqzi,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_615_img_000000150_c0.png,go-right,complete,
samples.615,,sso9zl6rl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_616_img_000000151_c0.png,go-forward,complete,
samples.616,,saelz4as6,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_617_img_000000151_c0.png,stationary,complete,
samples.617,,s6wj1hp0k,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_618_img_000000152_c0.png,go-forward,complete,
samples.618,,sqz6vtcgj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_619_img_000000152_c0.png,stationary,complete,
samples.619,,st2885lov,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_620_img_000000153_c0.png,stationary,complete,
samples.620,,sxy8t5z84,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_621_img_000000153_c0.png,go-forward,complete,
samples.621,,s6eygnjcb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_622_img_000000153_c0.png,stationary,complete,
samples.622,,sid4typbt,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_623_img_000000154_c0.png,go-forward,complete,
samples.623,,s31xpvpk9,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_624_img_000000154_c0.png,stationary,complete,
samples.624,,sekq82goh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_625_img_000000155_c0.png,go-left,complete,
samples.625,,s12e4lvgn,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_626_img_000000155_c0.png,go-forward,complete,
samples.626,,sc88rvssl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_627_img_000000156_c0.png,go-left,complete,
samples.627,,sgdwq4hp2,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_628_img_000000156_c0.png,go-forward,complete,
samples.628,,s433nknkk,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_629_img_000000156_c0.png,stationary,complete,
samples.629,,sc8m9sg3o,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_630_img_000000157_c0.png,stationary,complete,
samples.630,,szwva9hu1,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_631_img_000000158_c0.png,stationary,complete,
samples.631,,s96oad9i7,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_632_img_000000158_c0.png,stationary,complete,
samples.632,,sy3hhn3rs,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_633_img_000000158_c0.png,go-right,complete,
samples.633,,s58fr1blm,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_634_img_000000159_c0.png,go-right,complete,
samples.634,,srt4swneg,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_635_img_000000159_c0.png,go-backward,complete,
samples.635,,sw3e8ktr4,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_636_img_000000159_c0.png,go-backward,complete,
samples.636,,svs7shosl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_637_img_000000159_c0.png,stationary,complete,
samples.637,,siljzmyqg,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_638_img_000000159_c0.png,stationary,complete,
samples.638,,sm5sgs5mz,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_639_img_000000159_c0.png,stationary,complete,
samples.639,,sernw0k4k,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_640_img_000000160_c0.png,stationary,complete,
samples.640,,s4cefhr5c,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_641_img_000000160_c0.png,go-left,complete,
samples.641,,ssmw9a69d,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_642_img_000000160_c0.png,go-left,complete,
samples.642,,slcpqgw6h,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_643_img_000000160_c0.png,go-left,complete,
samples.643,,sf0wv93h6,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_644_img_000000160_c0.png,stationary,complete,
samples.644,,sl21jh9wp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_645_img_000000160_c0.png,stationary,complete,
samples.645,,seg6a3fb8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_646_img_000000161_c0.png,go-backward,complete,
samples.646,,s1sqv77h8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_647_img_000000161_c0.png,go-backward,complete,
samples.647,,ssx12kqmp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_648_img_000000161_c0.png,go-backward,complete,
samples.648,,sn2n187yr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_649_img_000000161_c0.png,go-right,complete,
samples.649,,s2h07zbeu,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_650_img_000000161_c0.png,stationary,complete,
samples.650,,so0shorai,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_651_img_000000162_c0.png,go-backward,complete,
samples.651,,s21x5ubpb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_652_img_000000162_c0.png,go-backward,complete,
samples.652,,s3uk5x0ou,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_653_img_000000162_c0.png,go-backward,complete,
samples.653,,s6hh51ep5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_654_img_000000162_c0.png,go-forward,complete,
samples.654,,s6myor8fh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_655_img_000000163_c0.png,go-backward,complete,
samples.655,,s2dmr9e6m,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_656_img_000000163_c0.png,go-backward,complete,
samples.656,,sowvf4eya,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_657_img_000000163_c0.png,go-backward,complete,
samples.657,,s25s3pyna,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_658_img_000000163_c0.png,go-right,complete,
samples.658,,s8v25106e,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_659_img_000000163_c0.png,go-forward,complete,
samples.659,,sxhedp2ul,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_660_img_000000164_c0.png,go-backward,complete,
samples.660,,s1uaovkea,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_661_img_000000164_c0.png,go-backward,complete,
samples.661,,slwa4b7d3,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_662_img_000000164_c0.png,go-backward,complete,
samples.662,,sl4waesan,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_663_img_000000164_c0.png,go-right,complete,
samples.663,,ssmgjk9ig,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_664_img_000000164_c0.png,go-right,complete,
samples.664,,s9sh7oikk,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_665_img_000000165_c0.png,go-backward,complete,
samples.665,,symsld67k,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_666_img_000000165_c0.png,go-backward,complete,
samples.666,,ssug794dp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_667_img_000000165_c0.png,go-backward,complete,
samples.667,,soo4ou8xi,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_668_img_000000166_c0.png,go-left,complete,
samples.668,,sh5uwpjlb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_669_img_000000166_c0.png,go-left,complete,
samples.669,,s750fus2f,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_670_img_000000166_c0.png,go-forward,complete,
samples.670,,s4bbdwmdj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_671_img_000000166_c0.png,go-left,complete,
samples.671,,syjurh28l,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_672_img_000000166_c0.png,go-left,complete,
samples.672,,ss4ms136d,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_673_img_000000166_c0.png,go-forward,complete,
samples.673,,sqjxtiexu,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_674_img_000000167_c0.png,go-right,complete,
samples.674,,sm6svs1m4,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_675_img_000000167_c0.png,go-right,complete,
samples.675,,ss9p12iwl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_676_img_000000167_c0.png,go-left,complete,
